start_ts,weather_conditions,duration_seconds
2017-11-18 16:00:00,Bad,3240
2017-11-04 11:00:00,Good,2895
2017-11-11 06:00:00,Good,1380
2017-11-11 12:00:00,Good,2122
2017-11-11 10:00:00,Good,1432
2017-11-11 16:00:00,Good,2427
2017-11-04 12:00:00,Good,2700
2017-11-11 12:00:00,Good,1860
2017-11-04 05:00:00,Good,1200
2017-11-18 11:00:00,Good,1980
2017-11-18 06:00:00,Good,1500
2017-11-04 10:00:00,Good,1980
2017-11-04 14:00:00,Good,3059
2017-11-11 11:00:00,Good,1832
2017-11-04 08:00:00,Good,1757
2017-11-04 15:00:00,Good,3396
2017-11-18 12:00:00,Bad,3461
2017-11-04 10:00:00,Good,2333
2017-11-11 13:00:00,Good,2103
2017-11-04 01:00:00,Good,0
2017-11-11 12:00:00,Good,2330
2017-11-25 16:00:00,Good,2563
2017-11-11 07:00:00,Good,1203
2017-11-04 16:00:00,Bad,2761
2017-11-11 12:00:00,Good,2029
2017-11-04 06:00:00,Good,1351
2017-11-11 14:00:00,Good,2640
2017-11-11 06:00:00,Good,1380
2017-11-04 07:00:00,Good,1260
2017-11-04 10:00:00,Good,1975
2017-11-11 06:00:00,Good,1200
2017-11-11 05:00:00,Good,1296
2017-11-04 04:00:00,Good,1440
2017-11-11 08:00:00,Good,1440
2017-11-11 12:00:00,Good,2133
2017-11-18 12:00:00,Bad,2580
2017-11-18 15:00:00,Good,2889
2017-11-04 08:00:00,Good,1800
2017-11-18 10:00:00,Bad,2280
2017-11-25 17:00:00,Good,2340
2017-11-18 07:00:00,Bad,1380
2017-11-04 11:00:00,Good,2531
2017-11-11 08:00:00,Good,1500
2017-11-04 18:00:00,Bad,2280
2017-11-04 17:00:00,Bad,2580
2017-11-11 14:00:00,Good,3614
2017-11-18 14:00:00,Good,2722
2017-11-04 13:00:00,Good,3420
2017-11-11 08:00:00,Good,1320
2017-11-04 17:00:00,Bad,2330
2017-11-11 16:00:00,Good,4980
2017-11-11 07:00:00,Good,1320
2017-11-18 06:00:00,Good,1800
2017-11-18 08:00:00,Bad,1620
2017-11-04 14:00:00,Good,3240
2017-11-04 18:00:00,Bad,2580
2017-11-18 12:00:00,Bad,2606
2017-11-04 12:00:00,Good,2460
2017-11-18 14:00:00,Good,2825
2017-11-11 10:00:00,Good,1622
2017-11-11 12:00:00,Good,2015
2017-11-11 08:00:00,Good,1417
2017-11-04 12:00:00,Good,3420
2017-11-11 15:00:00,Good,2280
2017-11-04 06:00:00,Good,1282
2017-11-11 15:00:00,Good,3094
2017-11-04 16:00:00,Bad,3180
2017-11-04 12:00:00,Good,2520
2017-11-25 03:00:00,Good,1374
2017-11-11 16:00:00,Good,2220
2017-11-11 08:00:00,Good,1140
2017-11-18 14:00:00,Good,2757
2017-11-04 15:00:00,Good,3420
2017-11-18 10:00:00,Bad,1260
2017-11-11 16:00:00,Good,2213
2017-11-11 09:00:00,Good,1344
2017-11-11 07:00:00,Good,1243
2017-11-11 12:00:00,Good,1794
2017-11-11 15:00:00,Good,2700
2017-11-11 08:00:00,Good,1320
2017-11-04 10:00:00,Good,1620
2017-11-04 14:00:00,Good,3460
2017-11-04 16:00:00,Bad,3000
2017-11-04 16:00:00,Bad,3300
2017-11-04 12:00:00,Good,2760
2017-11-11 14:00:00,Good,2340
2017-11-25 14:00:00,Good,6420
2017-11-11 10:00:00,Good,1200
2017-11-25 18:00:00,Good,2345
2017-11-04 20:00:00,Good,1860
2017-11-11 12:00:00,Good,1620
2017-11-11 08:00:00,Good,1740
2017-11-04 16:00:00,Bad,3540
2017-11-04 08:00:00,Good,1260
2017-11-11 04:00:00,Good,1140
2017-11-18 07:00:00,Bad,1200
2017-11-04 06:00:00,Good,1472
2017-11-11 06:00:00,Good,1280
2017-11-18 12:00:00,Bad,2877
2017-11-11 10:00:00,Good,1412
2017-11-25 08:00:00,Good,1260
2017-11-04 06:00:00,Good,1260
2017-11-11 15:00:00,Good,2196
2017-11-18 14:00:00,Good,3480
2017-11-11 14:00:00,Good,2400
2017-11-18 07:00:00,Bad,1608
2017-11-25 16:00:00,Good,2091
2017-11-04 18:00:00,Bad,2332
2017-11-11 14:00:00,Good,2100
2017-11-11 12:00:00,Good,1980
2017-11-25 16:00:00,Good,2203
2017-11-11 14:00:00,Good,2040
2017-11-18 18:00:00,Good,2460
2017-11-11 13:00:00,Good,4380
2017-11-25 23:00:00,Good,1500
2017-11-11 18:00:00,Good,2675
2017-11-04 13:00:00,Good,2640
2017-11-18 10:00:00,Bad,2333
2017-11-18 14:00:00,Good,3172
2017-11-04 17:00:00,Bad,2340
2017-11-11 10:00:00,Good,1516
2017-11-04 14:00:00,Good,3840
2017-11-04 08:00:00,Good,1260
2017-11-11 06:00:00,Good,1440
2017-11-11 08:00:00,Good,1260
2017-11-18 12:00:00,Bad,2700
2017-11-18 05:00:00,Good,1320
2017-11-11 07:00:00,Good,1355
2017-11-11 10:00:00,Good,1465
2017-11-11 12:00:00,Good,1933
2017-11-11 15:00:00,Good,2010
2017-11-04 08:00:00,Good,1740
2017-11-11 09:00:00,Good,1620
2017-11-11 10:00:00,Good,1260
2017-11-11 13:00:00,Good,2040
2017-11-04 15:00:00,Good,3300
2017-11-11 10:00:00,Good,1380
2017-11-04 09:00:00,Good,1594
2017-11-11 13:00:00,Good,2256
2017-11-18 17:00:00,Bad,3022
2017-11-04 12:00:00,Good,3540
2017-11-04 17:00:00,Bad,2580
2017-11-04 14:00:00,Good,3840
2017-11-04 16:00:00,Bad,2765
2017-11-11 15:00:00,Good,2540
2017-11-04 16:00:00,Bad,3058
2017-11-11 16:00:00,Good,2400
2017-11-11 16:00:00,Good,2400
2017-11-04 06:00:00,Good,1267
2017-11-04 06:00:00,Good,1267
2017-11-04 17:00:00,Bad,2151
2017-11-04 17:00:00,Bad,2151
2017-11-04 10:00:00,Good,2550
2017-11-11 09:00:00,Good,1260
2017-11-11 06:00:00,Good,1320
2017-11-11 16:00:00,Good,2640
2017-11-11 11:00:00,Good,1440
2017-11-25 17:00:00,Good,2700
2017-11-18 15:00:00,Good,2880
2017-11-04 21:00:00,Good,1800
2017-11-04 12:00:00,Good,2580
2017-11-04 16:00:00,Bad,3420
2017-11-11 06:00:00,Good,1500
2017-11-04 18:00:00,Bad,2172
2017-11-11 10:00:00,Good,1560
2017-11-11 10:00:00,Good,1920
2017-11-18 12:00:00,Bad,2640
2017-11-18 12:00:00,Bad,2640
2017-11-11 14:00:00,Good,2460
2017-11-11 07:00:00,Good,1260
2017-11-04 15:00:00,Good,3360
2017-11-04 19:00:00,Good,2400
2017-11-04 10:00:00,Good,1680
2017-11-04 12:00:00,Good,2880
2017-11-04 11:00:00,Good,2963
2017-11-18 11:00:00,Good,2178
2017-11-04 11:00:00,Good,2963
2017-11-18 14:00:00,Good,3540
2017-11-11 17:00:00,Good,2475
2017-11-04 12:00:00,Good,2575
2017-11-11 08:00:00,Good,1063
2017-11-11 12:00:00,Good,1747
2017-11-18 08:00:00,Bad,1417
2017-11-18 12:00:00,Bad,2175
2017-11-18 10:00:00,Bad,1560
2017-11-04 20:00:00,Good,2220
2017-11-18 12:00:00,Bad,3600
2017-11-11 10:00:00,Good,1200
2017-11-25 15:00:00,Good,2356
2017-11-04 09:00:00,Good,1934
2017-11-04 11:00:00,Good,2155
2017-11-11 11:00:00,Good,1211
2017-11-11 06:00:00,Good,1260
2017-11-04 15:00:00,Good,3214
2017-11-11 13:00:00,Good,2693
2017-11-04 15:00:00,Good,3335
2017-11-18 18:00:00,Good,2520
2017-11-11 13:00:00,Good,2280
2017-11-11 11:00:00,Good,1683
2017-11-18 13:00:00,Bad,3120
2017-11-11 10:00:00,Good,1466
2017-11-25 14:00:00,Good,1828
2017-11-04 10:00:00,Good,2522
2017-11-04 14:00:00,Good,2948
2017-11-25 10:00:00,Good,1080
2017-11-25 18:00:00,Good,2493
2017-11-04 19:00:00,Good,2460
2017-11-11 16:00:00,Good,2220
2017-11-04 04:00:00,Good,1595
2017-11-18 12:00:00,Bad,2340
2017-11-18 07:00:00,Bad,1182
2017-11-18 06:00:00,Good,1566
2017-11-18 08:00:00,Bad,1332
2017-11-04 16:00:00,Bad,3180
2017-11-04 18:00:00,Bad,2220
2017-11-04 09:00:00,Good,1843
2017-11-25 13:00:00,Good,1737
2017-11-18 13:00:00,Bad,3420
2017-11-11 06:00:00,Good,1586
2017-11-04 06:00:00,Good,1532
2017-11-04 16:00:00,Bad,2820
2017-11-18 15:00:00,Good,3240
2017-11-11 14:00:00,Good,2400
2017-11-11 17:00:00,Good,3180
2017-11-11 11:00:00,Good,1620
2017-11-25 15:00:00,Good,2195
2017-11-11 16:00:00,Good,2040
2017-11-04 14:00:00,Good,3300
2017-11-04 17:00:00,Bad,2760
2017-11-11 16:00:00,Good,2400
2017-11-11 06:00:00,Good,1320
2017-11-11 07:00:00,Good,1440
2017-11-11 12:00:00,Good,1620
2017-11-11 06:00:00,Good,1095
2017-11-04 12:00:00,Good,2929
2017-11-11 16:00:00,Good,2310
2017-11-11 08:00:00,Good,1364
2017-11-04 08:00:00,Good,1299
2017-11-11 08:00:00,Good,1200
2017-11-18 08:00:00,Bad,1260
2017-11-11 11:00:00,Good,2032
2017-11-11 09:00:00,Good,1316
2017-11-18 07:00:00,Bad,1454
2017-11-11 12:00:00,Good,1909
2017-11-11 09:00:00,Good,1494
2017-11-11 10:00:00,Good,1529
2017-11-11 16:00:00,Good,2548
2017-11-18 21:00:00,Bad,1748
2017-11-11 12:00:00,Good,1993
2017-11-11 16:00:00,Good,2400
2017-11-04 17:00:00,Bad,2280
2017-11-11 17:00:00,Good,2089
2017-11-25 12:00:00,Good,1646
2017-11-11 14:00:00,Good,1980
2017-11-04 08:00:00,Good,1406
2017-11-18 13:00:00,Bad,3779
2017-11-04 15:00:00,Good,3366
2017-11-04 15:00:00,Good,3180
2017-11-04 04:00:00,Good,1260
2017-11-11 09:00:00,Good,1260
2017-11-04 18:00:00,Bad,3060
2017-11-11 07:00:00,Good,1380
2017-11-11 14:00:00,Good,2220
2017-11-04 14:00:00,Good,3000
2017-11-11 07:00:00,Good,1395
2017-11-04 14:00:00,Good,3982
2017-11-04 11:00:00,Good,2657
2017-11-11 15:00:00,Good,2454
2017-11-04 09:00:00,Good,0
2017-11-04 14:00:00,Good,3300
2017-11-04 07:00:00,Good,1427
2017-11-11 06:00:00,Good,1436
2017-11-11 16:00:00,Good,2205
2017-11-11 09:00:00,Good,1359
2017-11-18 10:00:00,Bad,2083
2017-11-18 11:00:00,Good,2312
2017-11-04 17:00:00,Bad,2472
2017-11-04 17:00:00,Bad,2580
2017-11-11 14:00:00,Good,2287
2017-11-18 12:00:00,Bad,2467
2017-11-11 16:00:00,Good,2312
2017-11-11 10:00:00,Good,1620
2017-11-11 15:00:00,Good,2880
2017-11-11 14:00:00,Good,2580
2017-11-04 16:00:00,Bad,2820
2017-11-11 14:00:00,Good,2464
2017-11-04 11:00:00,Good,2640
2017-11-04 16:00:00,Bad,2903
2017-11-11 07:00:00,Good,1440
2017-11-11 13:00:00,Good,2233
2017-11-11 09:00:00,Good,1440
2017-11-11 16:00:00,Good,2580
2017-11-11 12:00:00,Good,2160
2017-11-11 17:00:00,Good,2310
2017-11-11 08:00:00,Good,1500
2017-11-25 10:00:00,Good,1680
2017-11-11 10:00:00,Good,1440
2017-11-11 08:00:00,Good,1440
2017-11-25 11:00:00,Good,1680
2017-11-04 08:00:00,Good,1440
2017-11-04 07:00:00,Good,1440
2017-11-04 16:00:00,Bad,3180
2017-11-11 10:00:00,Good,1200
2017-11-11 07:00:00,Good,1348
2017-11-04 17:00:00,Bad,2520
2017-11-11 14:00:00,Good,2274
2017-11-04 12:00:00,Good,3292
2017-11-11 11:00:00,Good,1740
2017-11-04 12:00:00,Good,2520
2017-11-04 20:00:00,Good,1462
2017-11-11 19:00:00,Good,1916
2017-11-04 11:00:00,Good,2456
2017-11-11 08:00:00,Good,1200
2017-11-11 06:00:00,Good,1380
2017-11-18 06:00:00,Good,1405
2017-11-04 14:00:00,Good,3482
2017-11-18 08:00:00,Bad,1313
2017-11-25 11:00:00,Good,1265
2017-11-11 07:00:00,Good,1320
2017-11-18 16:00:00,Bad,3120
2017-11-11 08:00:00,Good,1380
2017-11-11 12:00:00,Good,1500
2017-11-11 10:00:00,Good,1500
2017-11-18 05:00:00,Good,1311
2017-11-25 17:00:00,Good,2580
2017-11-04 10:00:00,Good,1740
2017-11-04 08:00:00,Good,1500
2017-11-04 18:00:00,Bad,480
2017-11-04 16:00:00,Bad,2760
2017-11-11 14:00:00,Good,2465
2017-11-04 16:00:00,Bad,3360
2017-11-11 13:00:00,Good,1980
2017-11-11 16:00:00,Good,2294
2017-11-18 07:00:00,Bad,1320
2017-11-04 13:00:00,Good,3000
2017-11-04 09:00:00,Good,1440
2017-11-18 11:00:00,Good,1800
2017-11-11 16:00:00,Good,2804
2017-11-11 05:00:00,Good,1860
2017-11-04 12:00:00,Good,2239
2017-11-11 16:00:00,Good,2820
2017-11-04 05:00:00,Good,1018
2017-11-11 23:00:00,Good,1416
2017-11-11 06:00:00,Good,1456
2017-11-18 06:00:00,Good,1520
2017-11-11 10:00:00,Good,1560
2017-11-11 09:00:00,Good,1080
2017-11-11 10:00:00,Good,1320
2017-11-25 11:00:00,Good,1800
2017-11-04 15:00:00,Good,3448
2017-11-04 08:00:00,Good,1690
2017-11-18 06:00:00,Good,1331
2017-11-18 06:00:00,Good,1500
2017-11-11 18:00:00,Good,1978
2017-11-18 09:00:00,Bad,1497
2017-11-04 16:00:00,Bad,2820
2017-11-04 09:00:00,Good,1680
2017-11-04 10:00:00,Good,1680
2017-11-18 06:00:00,Good,1335
2017-11-04 12:00:00,Good,2263
2017-11-04 00:00:00,Good,1560
2017-11-04 10:00:00,Good,2632
2017-11-04 14:00:00,Good,2964
2017-11-18 05:00:00,Good,1656
2017-11-04 11:00:00,Good,2400
2017-11-04 18:00:00,Bad,2460
2017-11-04 14:00:00,Good,3480
2017-11-11 04:00:00,Good,1491
2017-11-04 12:00:00,Good,2757
2017-11-11 12:00:00,Good,1975
2017-11-11 13:00:00,Good,2148
2017-11-04 13:00:00,Good,3180
2017-11-18 13:00:00,Bad,3720
2017-11-25 14:00:00,Good,1800
2017-11-18 18:00:00,Good,1484
2017-11-11 11:00:00,Good,1680
2017-11-25 16:00:00,Good,2767
2017-11-04 12:00:00,Good,2520
2017-11-11 12:00:00,Good,1860
2017-11-04 18:00:00,Bad,2488
2017-11-11 08:00:00,Good,1200
2017-11-25 05:00:00,Good,1265
2017-11-04 11:00:00,Good,2325
2017-11-18 06:00:00,Good,1500
2017-11-18 05:00:00,Good,1568
2017-11-04 16:00:00,Bad,3420
2017-11-04 06:00:00,Good,1519
2017-11-11 08:00:00,Good,1380
2017-11-04 17:00:00,Bad,2518
2017-11-18 08:00:00,Bad,1495
2017-11-11 07:00:00,Good,1380
2017-11-18 18:00:00,Good,1800
2017-11-04 14:00:00,Good,3831
2017-11-25 11:00:00,Good,1516
2017-11-04 08:00:00,Good,1260
2017-11-04 11:00:00,Good,2400
2017-11-25 12:00:00,Good,1440
2017-11-11 12:00:00,Good,1800
2017-11-25 17:00:00,Good,2220
2017-11-04 12:00:00,Good,3180
2017-11-04 07:00:00,Good,1200
2017-11-04 14:00:00,Good,3000
2017-11-04 07:00:00,Good,1538
2017-11-04 08:00:00,Good,1673
2017-11-04 14:00:00,Good,3539
2017-11-04 04:00:00,Good,1341
2017-11-11 07:00:00,Good,1425
2017-11-11 05:00:00,Good,1340
2017-11-11 03:00:00,Good,1203
2017-11-11 12:00:00,Good,1997
2017-11-11 08:00:00,Good,1519
2017-11-04 06:00:00,Good,1462
2017-11-04 15:00:00,Good,3699
2017-11-04 15:00:00,Good,3180
2017-11-04 11:00:00,Good,2475
2017-11-11 06:00:00,Good,1260
2017-11-11 13:00:00,Good,2220
2017-11-25 18:00:00,Good,3684
2017-11-18 20:00:00,Good,1715
2017-11-25 05:00:00,Good,1440
2017-11-18 13:00:00,Bad,3526
2017-11-18 06:00:00,Good,1638
2017-11-04 18:00:00,Bad,1775
2017-11-04 10:00:00,Good,2460
2017-11-04 19:00:00,Good,1861
2017-11-11 21:00:00,Good,1363
2017-11-11 07:00:00,Good,1260
2017-11-11 10:00:00,Good,1486
2017-11-11 14:00:00,Good,2491
2017-11-18 08:00:00,Bad,1565
2017-11-04 11:00:00,Good,2760
2017-11-04 06:00:00,Good,1920
2017-11-04 08:00:00,Good,1392
2017-11-04 17:00:00,Bad,2132
2017-11-18 13:00:00,Bad,2700
2017-11-18 07:00:00,Bad,1331
2017-11-11 07:00:00,Good,1379
2017-11-25 13:00:00,Good,1800
2017-11-04 17:00:00,Bad,2340
2017-11-04 12:00:00,Good,2460
2017-11-04 19:00:00,Good,1748
2017-11-04 12:00:00,Good,3000
2017-11-11 11:00:00,Good,1680
2017-11-25 10:00:00,Good,1584
2017-11-11 12:00:00,Good,1680
2017-11-18 08:00:00,Bad,1620
2017-11-04 07:00:00,Good,1140
2017-11-04 17:00:00,Bad,2134
2017-11-11 12:00:00,Good,1860
2017-11-11 15:00:00,Good,2220
2017-11-11 11:00:00,Good,1731
2017-11-04 15:00:00,Good,2400
2017-11-11 20:00:00,Good,1800
2017-11-18 14:00:00,Good,3291
2017-11-04 12:00:00,Good,2700
2017-11-11 08:00:00,Good,1392
2017-11-04 15:00:00,Good,3262
2017-11-11 06:00:00,Good,1670
2017-11-11 04:00:00,Good,1380
2017-11-11 09:00:00,Good,1384
2017-11-04 16:00:00,Bad,2580
2017-11-11 08:00:00,Good,1365
2017-11-11 12:00:00,Good,1500
2017-11-11 11:00:00,Good,2110
2017-11-11 12:00:00,Good,1990
2017-11-04 16:00:00,Bad,2340
2017-11-04 10:00:00,Good,2114
2017-11-18 08:00:00,Bad,1200
2017-11-04 14:00:00,Good,2744
2017-11-04 08:00:00,Good,1601
2017-11-18 08:00:00,Bad,1483
2017-11-11 16:00:00,Good,2400
2017-11-04 14:00:00,Good,2704
2017-11-04 12:00:00,Good,2898
2017-11-11 17:00:00,Good,2280
2017-11-11 19:00:00,Good,1923
2017-11-04 10:00:00,Good,2055
2017-11-04 16:00:00,Bad,3240
2017-11-18 14:00:00,Good,3660
2017-11-11 10:00:00,Good,1500
2017-11-11 15:00:00,Good,2200
2017-11-04 16:00:00,Bad,2926
2017-11-11 13:00:00,Good,2449
2017-11-11 04:00:00,Good,1254
2017-11-04 12:00:00,Good,2340
2017-11-11 18:00:00,Good,2160
2017-11-11 14:00:00,Good,2400
2017-11-04 07:00:00,Good,1260
2017-11-11 10:00:00,Good,1330
2017-11-25 05:00:00,Good,1560
2017-11-11 08:00:00,Good,1339
2017-11-11 06:00:00,Good,1380
2017-11-04 07:00:00,Good,1380
2017-11-25 16:00:00,Good,2400
2017-11-11 16:00:00,Good,2634
2017-11-18 14:00:00,Good,3604
2017-11-11 10:00:00,Good,1174
2017-11-11 10:00:00,Good,1385
2017-11-18 12:00:00,Bad,2560
2017-11-18 10:00:00,Bad,1908
2017-11-11 05:00:00,Good,1260
2017-11-11 10:00:00,Good,1500
2017-11-11 11:00:00,Good,1740
2017-11-04 08:00:00,Good,1380
2017-11-11 09:00:00,Good,1280
2017-11-04 06:00:00,Good,1168
2017-11-04 06:00:00,Good,1200
2017-11-04 15:00:00,Good,3207
2017-11-11 08:00:00,Good,1200
2017-11-11 05:00:00,Good,1380
2017-11-04 11:00:00,Good,2693
2017-11-04 12:00:00,Good,2554
2017-11-25 18:00:00,Good,2520
2017-11-04 09:00:00,Good,1782
2017-11-04 10:00:00,Good,2700
2017-11-11 17:00:00,Good,2280
2017-11-04 15:00:00,Good,3144
2017-11-11 16:00:00,Good,2280
2017-11-04 11:00:00,Good,2700
2017-11-18 15:00:00,Good,3240
2017-11-18 12:00:00,Bad,2400
2017-11-11 07:00:00,Good,1380
2017-11-11 18:00:00,Good,2099
2017-11-04 12:00:00,Good,3275
2017-11-04 12:00:00,Good,2492
2017-11-25 12:00:00,Good,1440
2017-11-11 10:00:00,Good,1303
2017-11-04 14:00:00,Good,2700
2017-11-18 16:00:00,Bad,2186
2017-11-11 06:00:00,Good,1500
2017-11-25 11:00:00,Good,0
2017-11-11 10:00:00,Good,1318
2017-11-11 13:00:00,Good,2100
2017-11-11 08:00:00,Good,1380
2017-11-04 16:00:00,Bad,2834
